project_title,location,contractor,contract_cost_raw,contract_cost_numeric,start_date,completion_date,region,contract_id,data_contractor,data_location
"Construction of Flood Mitigation Structure along Butuanon River, Barangay Pit-os, Cebu City",CEBU,FLUSSKREBS CONSTRUCTORS / BNR CONSTRUCTION & DEVELOPMENT CORP.,"144,594,682.62","144,594,682.62",03/07/2024,11/28/2024,Region VII,24HH0009,FLUSSKREBS CONSTRUCTORS / BNR CONSTRUCTION & DEVELOPMENT CORP.,CEBU
"Construction of Flood Control at Siargao River, Poblacion 1 and 2, Claveria, Masbate",MASBATE,A3 CONSTRUCTION & SUPPLY / SJMC CONSTRUCTION SERVICES,"96,490,836.48","96,490,836.48",03/19/2024,11/28/2024,Region V,24FM0035,A3 CONSTRUCTION & SUPPLY / SJMC CONSTRUCTION SERVICES,MASBATE
"Construction of Reinforced Concrete Flood Control Structure at Barangay Cambaog-Talampas (Purok 3), Bustos, Bulacan",BULACAN,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),"77,199,088.96","77,199,088.96",04/16/2024,11/28/2024,Region III,24CC0294,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),BULACAN
"Construction of Flood Control Structure at Barangay Novaliches Proper, Quezon City (Phase II)",QUEZON CITY,FRAMECON BUILDERS,"48,458,879.03","48,458,879.03",02/06/2024,11/28/2024,National Capital Region,24OF0020,FRAMECON BUILDERS,QUEZON CITY
"Construction of Bank Revetment along Hinatuan River (Sto. Niño Section), Hinatuan, Surigao del Sur",SURIGAO DEL SUR,LCTING CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: L.C. TING CONSTRUCTION),"115,796,983.10","115,796,983.10",04/15/2024,11/27/2024,Region XIII,24NI0057,LCTING CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: L.C. TING CONSTRUCTION),SURIGAO DEL SUR
"Construction of Aganan Flood Control Structure (Jaro-Aganan River), Barangay 15 and Barangay Sta. Cruz, San Miguel, Iloilo",ILOILO,J E G CONSTRUCTION FIRM CORPORATION / UY CONDEV CORPORATION (FORMERLY:UY CONSTRUCTION &,"86,849,591.61","86,849,591.61",02/14/2024,11/27/2024,Region VI,24GI0019,J E G CONSTRUCTION FIRM CORPORATION / UY CONDEV CORPORATION (FORMERLY:UY CONSTRUCTION &,ILOILO
"Construction of Reinforced Concrete Flood Control Structure along Angat River, Barangay San Pedro (Purok 2), Bustos, Bulacan",BULACAN,A.R.L. CONSTRUCTION,"77,198,882.23","77,198,882.23",04/23/2024,11/27/2024,Region III,24CC0369,A.R.L. CONSTRUCTION,BULACAN
"Construction of Reinforced Concrete Flood Control Structure, Barangay Cambaog (Sitio Teodoro to Purok 4), Bustos, Bulacan",BULACAN,JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"77,199,050.27","77,199,050.27",04/02/2024,11/27/2024,Region III,24CC0274,JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,BULACAN
"Construction/improvement of Flood Mitigation Structure at Matungao,Bulakan, Bulacan",BULACAN,11-16 CONSTRUCTION,"77,188,821.56","77,188,821.56",04/02/2024,11/27/2024,Region III,24CC0273,11-16 CONSTRUCTION,BULACAN
"Construction of Reinforced Concrete Flood Control Structure along Kalero River and its tributaries, Barangay Calero, Malolos, Bulacan",BULACAN,C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"72,374,715.15","72,374,715.15",04/02/2024,11/27/2024,Region III,24CC0262,C & F CONSTRUCTION & DEVELOPMENT CORPORATION,BULACAN
"Construction of Reinforced Concrete Flood Control Structure, Barangay Matungao, Bulakan, Bulacan",BULACAN,"WBX CONSTRUCTION, INC (FORMERLY WBX CONSTRUCTION)","72,374,967.11","72,374,967.11",04/02/2024,11/27/2024,Region III,24CC0263,"WBX CONSTRUCTION, INC (FORMERLY WBX CONSTRUCTION)",BULACAN
"Construction of Flood Mitigation Structure along Aringay River Basin, Barangay Halog West, Tubao, La Union",LA UNION,JABEN GENERAL CONTRACTING & ENG'G SERVICES,"48,249,980.30","48,249,980.30",03/15/2024,11/27/2024,Region I,24A00258,JABEN GENERAL CONTRACTING & ENG'G SERVICES,LA UNION
"Rehabilitation of Flood Control Structure along Meycauayan River, Barangay Tawiran to Wawang Pulo, Sta. 02+496 - Sta. 02+636, Obando, Bulacan",BULACAN,JB CONSTRUCTION AND SUPPLY INC. (FORMERLY:JB CONSTRUCTION AND SUPPLY),"96,499,915.95","96,499,915.95",04/22/2024,11/26/2024,Region III,24CD0108,JB CONSTRUCTION AND SUPPLY INC. (FORMERLY:JB CONSTRUCTION AND SUPPLY),BULACAN
"Construction of Mung-ol Pantuklao Creek Flood Control, Sta. 170+365 - Sta. 170+405 (BS), Balinciagao Sur, Pasil, Kalinga",KALINGA,W.V. CONSTRUCTION,"4,894,642.74","4,894,642.74",04/04/2024,11/26/2024,Cordillera Administrative Region,24PK0025,W.V. CONSTRUCTION,KALINGA
"Rehabilitation of Flood Control Drainage System of Lower Agusan Development Project, Langihan Creek Section, Butuan City, Agusan del Norte",AGUSAN DEL NORTE,RAMISES CONSTRUCTION,"96,482,281.40","96,482,281.40",06/05/2024,11/25/2024,Region XIII,24ND0113,RAMISES CONSTRUCTION,AGUSAN DEL NORTE
"Construction of Maligang River Control, Kiamba, Sarangani",SARANGANI,"EC SOLICON BUILDERS & SUPPLY, INC.","52,675,000.00","52,675,000.00",05/30/2024,11/25/2024,Region XII,24ME0097,"EC SOLICON BUILDERS & SUPPLY, INC.",SARANGANI
"Construction of Flood Control Structure along Pugaan River (Upstream of Sta. Ana Bridge), Phase 3, Tagoloan, Misamis Oriental",MISAMIS ORIENTAL,RITCHE-NATHALIE DEVELOPMENT CORPORATION (FORMERLY: RITCHE-NATHALIE BUILDERS AND GEN. MERCHANDISE),"96,500,000.00","96,500,000.00",02/15/2024,11/25/2024,Region X,24KL0066,RITCHE-NATHALIE DEVELOPMENT CORPORATION (FORMERLY: RITCHE-NATHALIE BUILDERS AND GEN. MERCHANDISE),MISAMIS ORIENTAL
"Construction of Flood Control Structure along Akae River (Right Bank), Package 6, Barangay Casinglot, Tagoloan, Misamis Oriental",MISAMIS ORIENTAL,ED1SON DEVELOPMENT & CONSTRUCTION INC. / CROWNWORKS CONSTRUCTION INC.,"96,500,000.00","96,500,000.00",03/11/2024,11/25/2024,Region X,24KL0067,ED1SON DEVELOPMENT & CONSTRUCTION INC. / CROWNWORKS CONSTRUCTION INC.,MISAMIS ORIENTAL
"Construction of Flood Mitigation Structure along Solana River (Upstream and Downstream of Solana By-Pass Bridge), Package 1, Jasaan, Misamis Oriental",MISAMIS ORIENTAL,MIKKIL CONSTRUCTION / VICTORIANO C. LIM CONSTRUCTION CORPORATION (FORMERLY: VICTORIANO C. LIM CONSTRUCTION),"96,500,000.00","96,500,000.00",02/05/2024,11/25/2024,Region X,24KL0002,MIKKIL CONSTRUCTION / VICTORIANO C. LIM CONSTRUCTION CORPORATION (FORMERLY: VICTORIANO C. LIM CONSTRUCTION),MISAMIS ORIENTAL
"Construction of Flood Control Structure along Right Bank of Pugaan River, Downstream of Sta. Ana Bridge (Package 2), Tagoloan, Misamis Oriental",MISAMIS ORIENTAL,ROAD EDGE TRADING & DEVELOPMENT SERVICES,"96,500,000.00","96,500,000.00",02/05/2024,11/25/2024,Region X,24KL0010,ROAD EDGE TRADING & DEVELOPMENT SERVICES,MISAMIS ORIENTAL
"Construction of Flood Control Structure along Left Bank of Pugaan River, Downstream of Sta. Ana Bridge (Package 2), Tagoloan, Misamis Oriental",MISAMIS ORIENTAL,CAGALAWAN ENTERPRISES / SISBRO CONSTRUCTION CORPORATION (FORMERLY: SISBRO CONSTRUCTION & SUPPLY),"96,500,000.00","96,500,000.00",02/05/2024,11/25/2024,Region X,24KL0012,CAGALAWAN ENTERPRISES / SISBRO CONSTRUCTION CORPORATION (FORMERLY: SISBRO CONSTRUCTION & SUPPLY),MISAMIS ORIENTAL
"Construction of Flood Control Structure along Mahayahay Creek, Tacloban City, Leyte",LEYTE,EZJONES CONSTRUCTION INC. / JB KONSTRUKTURA COMPANY,"164,049,999.39","164,049,999.39",03/06/2024,11/25/2024,Region VIII,24I00018,EZJONES CONSTRUCTION INC. / JB KONSTRUKTURA COMPANY,LEYTE
"Construction of Sitio Matin-aw Flood Control Structure (Upstream), Barangay Rizal, Kananga, Leyte",LEYTE,LEDA CONSTRUCTION INCORPORATED,"96,373,321.44","96,373,321.44",02/13/2024,11/25/2024,Region VIII,24IF0023,LEDA CONSTRUCTION INCORPORATED,LEYTE
"Construction of Flood Control Structure (Caigit to Pangas), Barangay Poblacion Del Norte, Villaba, Leyte",LEYTE,RJIR ENTERPRISES CORPORATION,"48,754,998.58","48,754,998.58",02/14/2024,11/25/2024,Region VIII,24IE0036,RJIR ENTERPRISES CORPORATION,LEYTE
"Construction of Binahaan Flood Control Structure, Binahaan River Basin, Barangay San Agustin, Jaro, Leyte",LEYTE,"FAIRCHILD BUILDERS & DEVELOPERS, INC.","67,530,749.50","67,530,749.50",03/13/2024,11/25/2024,Region VIII,24ID0065,"FAIRCHILD BUILDERS & DEVELOPERS, INC.",LEYTE
"Construction of Batiano Flood Control Phase 2 (Downstream), Batiano, Odioangan, Romblon",ROMBLON,SCATR CONSTRUCTION,"96,497,999.88","96,497,999.88",03/19/2024,11/25/2024,Region IV-B,24EH0104,SCATR CONSTRUCTION,ROMBLON
"Construction of Canlumay Flood Control Structure, Odiongan, Romblon",ROMBLON,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)","48,997,740.27","48,997,740.27",04/08/2024,11/25/2024,Region IV-B,24EH0107,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",ROMBLON
"Construction of Flood Control Structure along Abra de Ilog River, Cabacao Section, Abra de Ilog, Occidental Mindoro",OCCIDENTAL MINDORO,GOLDEN J'S CONSTRUCTION SERVICES,"241,234,859.21","241,234,859.21",03/02/2024,11/25/2024,Region IV-B,2.40E+16,GOLDEN J'S CONSTRUCTION SERVICES,OCCIDENTAL MINDORO
"Construction of Paluan Shore Protection and Causeway Development, Sitio Malugao Section, Occidental Mindoro",OCCIDENTAL MINDORO,D.T. RECIO INCORPORATED,"241,244,808.16","241,244,808.16",03/02/2024,11/25/2024,Region IV-B,2.40E+33,D.T. RECIO INCORPORATED,OCCIDENTAL MINDORO
"Construction of Paluan Shore Protection and Causeway Development, Sitio Ipol Section, Occidental Mindoro",OCCIDENTAL MINDORO,D.T. RECIO INCORPORATED,"289,494,221.93","289,494,221.93",03/02/2024,11/25/2024,Region IV-B,2.40E+118,D.T. RECIO INCORPORATED,OCCIDENTAL MINDORO
"Improvement of Drainage Outfall System connecting National Highway, San Juan, Castillejos Zambales",ZAMBALES,M.V.GUBALLA CONSTRUCTION CORPORATION (FORMERLY: M.V. GUBALLA CONSTRUCTION),"19,599,347.92","19,599,347.92",02/16/2024,11/25/2024,Region III,24CM0028,M.V.GUBALLA CONSTRUCTION CORPORATION (FORMERLY: M.V. GUBALLA CONSTRUCTION),ZAMBALES
"Rehabilitation of Dike along O'Donnell River, Downstream of Palublub Bridge, Right Bank, Lawy Section, Phase 1, Sta. 1+080.00 to Sta. 1+451.91, Capas, Tarlac.",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,"96,500,000.00","96,500,000.00",02/20/2024,11/25/2024,Region III,24CK0036,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,TARLAC
"Construction/Rehabilitation of Flood Control Structures along Talavera River, Brgy. Santa Lucia Old, Zaragoza, Nueva Ecija",NUEVA ECIJA,M.M. SERRANO CONSTRUCTION COMPANY,"95,534,900.78","95,534,900.78",03/01/2024,11/25/2024,Region III,24CE0119,M.M. SERRANO CONSTRUCTION COMPANY,NUEVA ECIJA
"Construction of Revetment along Maguinao Creek, Barangay Maguinao, San Rafael, Bulacan",BULACAN,CALCON ENGINEERING,"9,899,927.01","9,899,927.01",07/29/2024,11/25/2024,Region III,24C00526,CALCON ENGINEERING,BULACAN
"Rehabilitation of Flood Mitigation Structure along Lagarian Creek, Quezon City",QUEZON CITY,MRB11 CONSTRUCTION CORPORATION (FORMERLY:MRB CONS,"20,248,040.30","20,248,040.30",03/26/2024,11/25/2024,National Capital Region,24OG0092,MRB11 CONSTRUCTION CORPORATION (FORMERLY:MRB CONS,QUEZON CITY
"Construction of Slope Protection Structure along M. Tinio Creek/ Western Bicutan Creek, Taguig City",TAGUIG CITY,TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,"13,964,795.22","13,964,795.22",05/06/2024,11/25/2024,National Capital Region,24OB0285,TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,TAGUIG CITY
"Construction of Flood Mitigation Structure along Agno River, Section 11 (Lower Ambalanga), Itogon, Benguet",BENGUET,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES / TSAI SHEN CONSTRUCTION,"59,820,000.00","59,820,000.00",03/19/2024,11/25/2024,Cordillera Administrative Region,24PE0010,UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES / TSAI SHEN CONSTRUCTION,BENGUET
"Rehabilitation of Spillway, Taguite Elementary School, Taguite, Tangub City, Misamis Occidental",MISAMIS OCCIDENTAL,ABIB BUILDERS ENTERPRISE,"4,752,999.28","4,752,999.28",04/08/2024,11/24/2024,Region X,24KJ0077,ABIB BUILDERS ENTERPRISE,MISAMIS OCCIDENTAL
"Construction of Drainage Structure, Caniangan-Taguite, Tangub City, Misamis Occidental",MISAMIS OCCIDENTAL,WEISENWORK CONSTRUCTION,"4,752,999.45","4,752,999.45",04/08/2024,11/24/2024,Region X,24KJ0073,WEISENWORK CONSTRUCTION,MISAMIS OCCIDENTAL
"Improvement of Sto. Tomas River (Sta. Fe Section) San Marcelino, Zambales Phase 2",ZAMBALES,"REPOLMAN CONSTRUCTION CORP. (FORMERLY: REPOLMAN CONSTRUCTION) / THREE W BUILDERS, INC.","192,999,998.60","192,999,998.60",05/30/2024,11/24/2024,Region III,24CM0077,"REPOLMAN CONSTRUCTION CORP. (FORMERLY: REPOLMAN CONSTRUCTION) / THREE W BUILDERS, INC.",ZAMBALES
"Bank Improvement along Sta. Maria River and Its Tributaries, Sta.13+344- Sta.13+748 (San Jose Patag-Pulong Buhangin Section), Sta Maria, Bulacan",BULACAN,DJB CONSTRUCTION SERVICES,"88,353,631.42","88,353,631.42",02/14/2024,11/24/2024,Region III,24CD0007,DJB CONSTRUCTION SERVICES,BULACAN
"Bank Improvement along Sta. Maria River and Its Tributaries, Sta.13+748-Sta.14+152 (San Jose Patag- Pulong Buhangin Section), Sta Maria, Bulacan",BULACAN,EIRISH BUILDERS & SUPPLY INC.,"88,355,138.92","88,355,138.92",02/14/2024,11/24/2024,Region III,24CD0008,EIRISH BUILDERS & SUPPLY INC.,BULACAN
"Construction of Kinalapan Flood Control Structure, Barangay Pingit, Baler, Aurora",AURORA,MORNING STEEL CONSTRUCTION,"49,000,000.00","49,000,000.00",03/05/2024,11/24/2024,Region III,24CN0025,MORNING STEEL CONSTRUCTION,AURORA
"Construction of Ogbac Flood Control, Boac, Marinduque",MARINDUQUE,DQT BUILDERS CORPORATION (FORMERLY DQT BUILDERS) / G.T.J. CONSTRUCTION,"88,629,520.01","88,629,520.01",02/19/2024,11/23/2024,Region IV-B,24EA0034,DQT BUILDERS CORPORATION (FORMERLY DQT BUILDERS) / G.T.J. CONSTRUCTION,MARINDUQUE
"Improvement of Cantingas RIS Drainage System, San Fernando, Romblon",CAMARINES SUR,R.G. FLORENTINO CONST. & TRADING INC.,"19,600,000.00","19,600,000.00",03/19/2024,11/23/2024,Region IV-B,24EH0069,R.G. FLORENTINO CONST. & TRADING INC.,CAMARINES SUR
"Construction of Reinforced Concrete Flood Control Structure along Bocaue River, Barangay Turo, Bocaue, Bulacan",BULACAN,A.R.L. CONSTRUCTION,"78,161,014.06","78,161,014.06",02/28/2024,11/23/2024,Region III,24CC0161,A.R.L. CONSTRUCTION,BULACAN
"Construction of Flood Control Structure along Ala River ( Impao- Dansuli Section), Isulan, Sultan Kudarat.",SULTAN KUDARAT,KANAWAY BUILDERS CORPORATION,"47,943,654.07","47,943,654.07",05/08/2024,11/22/2024,Region XII,24MF0045,KANAWAY BUILDERS CORPORATION,SULTAN KUDARAT
"Construction of Slope Protection Structure along Sitio Matique Creek, Brgy. San Nicolas, San Luis, Pampanga",PAMPANGA,R.D. TALENS CONSTRUCTION AND TRADING,"37,897,215.45","37,897,215.45",04/25/2024,11/22/2024,Region III,24CG0118,R.D. TALENS CONSTRUCTION AND TRADING,PAMPANGA
"Construction of Flood Control Structure along Pulo-Kabalutan River, Orani, Bataan",BATAAN,PASCAL CONSTRUCTION,"96,499,999.66","96,499,999.66",04/22/2024,11/22/2024,Region III,24CA0037,PASCAL CONSTRUCTION,BATAAN
"Construction of Tamurong Flood Control, Candon City, Ilocos Sur",ILOCOS SUR,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,"33,774,671.10","33,774,671.10",05/03/2024,11/22/2024,Region I,24AD0069,FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,ILOCOS SUR
"Construction of Flood Mitigation along Bauang River, Main Stream (Balili River), La Trinidad, Benguet",BENGUET,AKSUM CONTRACTING CORPORATION,"86,820,000.00","86,820,000.00",02/21/2024,11/22/2024,Cordillera Administrative Region,24PE0025,AKSUM CONTRACTING CORPORATION,BENGUET
"Construction of Simulao Riverbank Protection, Near Sta. Maria Bridge Approach ''B'', Upstream, Trento, Agusan del Sur",AGUSAN DEL SUR,BBC CONSTRUCTION / ADFIL CORPORATION,"77,200,000.00","77,200,000.00",02/16/2024,11/21/2024,Region XIII,24NC0028,BBC CONSTRUCTION / ADFIL CORPORATION,AGUSAN DEL SUR
"Construction of Badtasan River Flood Control, Kiamba, Sarangani",SARANGANI,J.G. ORANZA CONSTRUCTION,"98,999,858.70","98,999,858.70",05/27/2024,11/21/2024,Region XII,24M00111,J.G. ORANZA CONSTRUCTION,SARANGANI
"Construction of Revetment along Malasila River, Sta. 41+533 - Sta. 42 + 333 R/S, Barangay Sta. Filomina, Makilala, Cotabato",COTABATO (NORTH COTABATO),LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,"48,755,000.00","48,755,000.00",02/20/2024,11/21/2024,Region XII,24MC0052,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,COTABATO (NORTH COTABATO)
"Construction of Revetment along Malasila River, Sta. 43+980 - Sta. 44+780 L/S, Barangay Sta. Filomina, Makilala, Cotabato",COTABATO (NORTH COTABATO),LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,"48,755,000.00","48,755,000.00",02/20/2024,11/21/2024,Region XII,24MC0053,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,COTABATO (NORTH COTABATO)
"Construction of Flood Control Structure along Libungan River (Barangay Gumaga Section-Phase IV), Barangay Gumaga, Libungan, North Cotabato",COTABATO (NORTH COTABATO),LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,"96,017,500.00","96,017,500.00",02/19/2024,11/21/2024,Region XII,24MD0036,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,COTABATO (NORTH COTABATO)
"Construction of Drainage Structure, Purok 10, Barangay South Poblacion, Maramag, Bukidnon",BUKIDNON,CAAB DEVELOPMENT CORP.,"4,933,284.23","4,933,284.23",06/10/2024,11/21/2024,Region X,24KB0179,CAAB DEVELOPMENT CORP.,BUKIDNON
"Construction of Flood Control Structure along Gandara River (Downstream), Barangay Minda, Gandara, Samar",SAMAR (WESTERN SAMAR),JUPA CONSTRUCTION,"40,694,013.14","40,694,013.14",04/22/2024,11/21/2024,Region VIII,24IJ0035,JUPA CONSTRUCTION,SAMAR (WESTERN SAMAR)
"Construction of Tarong-Talangnan Seawall, Madridejos, Cebu",CEBU,WTG CONSTRUCTION & DEVELOPMENT CORPORATION / ROVILLA CONSTRUCTION,"96,500,000.00","96,500,000.00",02/13/2024,11/21/2024,Region VII,24HD0038,WTG CONSTRUCTION & DEVELOPMENT CORPORATION / ROVILLA CONSTRUCTION,CEBU
"Construction of Flood Control Structure along Santo Cristo River (Bigte-Ipo Dam Road), San Jose Del Monte City, Bulacan",BULACAN,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)","96,496,502.12","96,496,502.12",02/14/2024,11/21/2024,Region III,24CD0056,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",BULACAN
"Rehabilitation of Drainage System along Oroquieta St. (Phase II), Manila City",CITY OF MANILA,G2XD CONSTRUCTION SERVICES,"26,216,676.55","26,216,676.55",02/12/2024,11/21/2024,National Capital Region,24OE0106,G2XD CONSTRUCTION SERVICES,CITY OF MANILA
"Construction of Lun Masla River (Upstream) Flood Control, Malapatan Sarangani",SARANGANI,J.G. ORANZA CONSTRUCTION,"96,497,759.33","96,497,759.33",04/05/2024,11/20/2024,Region XII,24ME0080,J.G. ORANZA CONSTRUCTION,SARANGANI
"Construction of Sibugay Flood Control Structure (Upstream), Albuera, Leyte",LEYTE,JM COLLERA KONSTRACT,"96,499,999.90","96,499,999.90",03/13/2024,11/20/2024,Region VIII,24IF0062,JM COLLERA KONSTRACT,LEYTE
"Construction of Ahag Flood Control Structure, Ormoc City, Leyte",LEYTE,LEDA CONSTRUCTION INCORPORATED,"96,377,194.04","96,377,194.04",02/14/2024,11/20/2024,Region VIII,24IF0037,LEDA CONSTRUCTION INCORPORATED,LEYTE
"Construction of Flood Control Structure along Hibaiyo River Upstream, Guihulngan City, Negros Oriental",NEGROS ORIENTAL,HOMEWORLD CONSTRUCTION CORP. (FORMERLY HOMEWORLD E,"57,900,000.00","57,900,000.00",03/07/2024,11/20/2024,Negros Island Region,24HJ0103,HOMEWORLD CONSTRUCTION CORP. (FORMERLY HOMEWORLD E,NEGROS ORIENTAL
"Construction of Looc-Poblacion Seawall, Dumanjug, Cebu",CEBU,QM BUILDERS,"48,239,207.23","48,239,207.23",06/03/2024,11/20/2024,Region VII,24HO0035,QM BUILDERS,CEBU
"Construction of Flood Mitigation Structure at Combado River, Barangay Singsing, Balamban, Cebu",CEBU,HELM CONSTRUCTION & SUPPLIES,"96,315,000.00","96,315,000.00",02/12/2024,11/20/2024,Region VII,24HF0003,HELM CONSTRUCTION & SUPPLIES,CEBU
"Construction of Flood Mitigation Structure at Combado River, Sitio Combado, Barangay Cantuod, Balamban, Cebu",CEBU,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,"96,201,348.90","96,201,348.90",02/12/2024,11/20/2024,Region VII,24HF0004,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,CEBU
"Construction of Flood Mitigation Structure at Guinabasan River, Barangay Sta. Lucia - Barangay Bago, Asturias, Cebu",CEBU,VEN RAY CONSTRUCTION CORPORATION,"96,341,651.25","96,341,651.25",02/12/2024,11/20/2024,Region VII,24HF0006,VEN RAY CONSTRUCTION CORPORATION,CEBU
"Construction of Flood Mitigation Structure along Rangas River, Pugay, San Jose, Camarines Sur",CAMARINES SUR,PARTIDO CONSTRUCTION & SUPPLY,"93,436,357.49","93,436,357.49",03/19/2024,11/20/2024,Region V,24FG0058,PARTIDO CONSTRUCTION & SUPPLY,CAMARINES SUR
"Construction of Flood Control Structure along Sanito River (Phase VI), Ipil, Zamboanga Sibugay",ZAMBOANGA SIBUGAY,BARILLO CONSTRUCTION AND ENTERPRISES,"38,685,192.00","38,685,192.00",03/21/2024,11/20/2024,Region IX,24JF0006,BARILLO CONSTRUCTION AND ENTERPRISES,ZAMBOANGA SIBUGAY
"Construction of Slope Protection Structure, Phase I, Barangay San Jose, San Pablo City, Laguna",LAGUNA,DELPAR CONSTRUCTION & SUPPLIES,"94,087,224.79","94,087,224.79",02/29/2024,11/20/2024,Region IV-A,24DP0047,DELPAR CONSTRUCTION & SUPPLIES,LAGUNA
"Construction of Itbud Seawall, Uyugan, Batanes",BATANES,MJMARI BUILDERS AND DEVELOPMENT CORPORATION (FORMERLY: MJMARI BUILDERS AND ENTERPRISES),"9,749,525.43","9,749,525.43",06/10/2024,11/20/2024,Region II,24BA0009,MJMARI BUILDERS AND DEVELOPMENT CORPORATION (FORMERLY: MJMARI BUILDERS AND ENTERPRISES),BATANES
"Construction of Flood Mitigation Structure along Agno River, Salingao Section, Sta. 0+022 - Sta. 0+306 (B.S), Buguias, Benguet",BENGUET,GELLE CONSTRUCTION SERVICES,"19,550,030.78","19,550,030.78",07/01/2024,11/20/2024,Cordillera Administrative Region,24PF0034,GELLE CONSTRUCTION SERVICES,BENGUET
